fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;wine_type
0.241864102333581;2.2331519033765286;-2.094714469629591;0.07669616519174044;0.6943005181347148;0.13157894736842107;0.1042830540037244;1.0574585830362988;1.8516999157698284;0.2540908308371379;-0.9157579074145309;5;red
0.6170992698725383;2.2331519033765286;-2.094714469629591;0.11799410029498528;0.9222797927461138;0.3157894736842105;0.22718808193668527;0.7175168844289967;-0.1117127373867183;1.1688248615155301;-0.5801998570007166;5;red
0.6170992698725383;2.2331519033765286;-2.094714469629591;0.10029498525073749;0.8601036269430049;0.1842105263157895;0.1787709497206704;0.7855052241504497;0.2683026148371275;0.9401413538459318;-0.5801998570007166;5;red
2.3525619197402183;-0.36443826188004824;1.8492800647258796;0.07669616519174044;0.6839378238341967;0.21052631578947367;0.20111731843575417;1.1254469227577515;-0.3650563055359507;0.40654650261686925;-0.5801998570007166;6;red
0.241864102333581;2.2331519033765286;-2.094714469629591;0.07669616519174044;0.6943005181347148;0.13157894736842107;0.1042830540037244;1.0574585830362988;1.8516999157698284;0.2540908308371379;-0.9157579074145309;5;red
0.241864102333581;2.2331519033765286;-2.094714469629591;0.07079646017699118;0.6839378238341967;0.15789473684210525;0.1266294227188082;1.0574585830362988;1.8516999157698284;0.2540908308371379;-0.9157579074145309;5;red
0.7109080617572783;1.85217201247223;-1.9430223721543805;0.058997050147492645;0.621761658031088;0.1842105263157895;0.19739292364990688;0.5815402049860534;0.5216461829863598;-0.5081875280615225;-0.9157579074145309;5;red
0.14805531044884107;2.198517367839774;-2.094714469629591;0.03539823008849558;0.5803108808290154;0.1842105263157895;0.055865921787709494;-0.03035485250705986;1.091669211322134;-0.4319596921716568;-0.4124208317938103;7;red
0.6170992698725383;1.7136338703252125;-2.094714469629591;0.0825958702064897;0.6632124352331604;0.10526315789473684;0.04469273743016759;0.7175168844289967;0.9016615352102084;0.33031866672700316;-0.8318683948110777;7;red
0.33567289421832014;1.1594813017371433;0.3323590899737752;0.3244837758112095;0.6424870466321241;0.21052631578947367;0.3575418994413408;1.0574585830362988;0.8383256431729017;2.0835588921939223;0.00702673122345709;5;red
